Name,Class,med,sigma,M3,M4,dnfft_1,dnfft_2,dnfft_3,dnpfft_1,dnpfft_2,dnpfft_3,dipfft_1,dipfft_2,dipfft_3,dntimp_1,dntimp_2,dntimp_3,hhcor_1,hhcor_2,hhcor_3,hurst_1,hurst_2,hurst_3,sum_q,ttt
pers1,generated,0.00656097216102143,0.716160805841973,0.350599641888696,1.31478575173181,1.10344661109137,0.0898807551161852,2.10344661109137,1.10340088848848,0.0899036191906613,2.10340088848848,1.91333538717295,0.0321861697874289,2.41333538717295,1.38537372029097,0.120395003203739,2.38537372029097,0.00146677725145997,0.00681087628117977,1.99853322274854,0.088084775194055,0.0319414532527754,1.91191522480595,0.0176574872688177,0.96582705728997
pers2,generated,0.0065736391211622,0.620124284969123,0.325895383868522,1.30990278525688,0.924489537679098,0.119034568532136,1.9244895376791,0.924457031028593,0.119058138348169,1.92445703102859,1.85689602809727,0.0551124275589303,2.35689602809727,1.33491111578708,0.160808581380007,2.33491111578708,0.00156444869830419,0.00768543486655173,1.9984355513017,0.0962549953551753,0.0302159959652227,1.90374500464482,0.0160480511608743,0.946615136431329
pers3,generated,0.00658496093376729,0.565251112209489,0.32925891275362,1.30638101038403,0.795760989629349,0.133495252426984,1.79576098962935,0.795725673518504,0.133516494353388,1.7957256735185,1.80221372753951,0.0757178450214202,2.30221372753951,1.29419412465605,0.18792013947288,2.29419412465605,0.0015833363398606,0.00832395732946442,1.99841666366014,0.092702559350173,0.035874958491334,1.90729744064983,0.0149504127118287,0.931388480513226
pers4,generated,0.00659910892287435,0.527824252126224,0.338101268655375,1.30430978721288,0.696311562849045,0.140311029485411,1.69631156284904,0.696271609564428,0.140329917893024,1.69627160956443,1.74718538209313,0.09309887173554,2.24718538209313,1.25453470812699,0.206880044655165,2.25453470812699,0.00157179294394751,0.00883947766500503,1.99842820705605,0.103768744001064,0.0400305609937522,1.89623125599894,0.014144437326458,0.919200041885768
pers5,generated,0.00662362107415463,0.499887018973194,0.348538416841317,1.3032075680206,0.616336188812802,0.142727572770288,1.6163361888128,0.616300091132333,0.142744214477459,1.61630009113233,1.69476662918867,0.108243894003119,2.19476662918867,1.21686754769313,0.22097551648278,2.21686754769313,0.0015415814873621,0.0092892958799428,1.99845841851264,0.100931373827466,0.0425287344512115,1.89906862617253,0.0135249893407937,0.909510048230697
pers6,generated,0.00665985007187794,0.47784917039119,0.358834344606395,1.30282617518454,0.55045746621758,0.142489628929086,1.55045746621758,0.550430263945768,0.142504800610146,1.55043026394577,1.64997138065806,0.122435273143227,2.14997138065806,1.18681145284538,0.233375515058219,2.18681145284538,0.00149961770828002,0.00969991438833369,1.99850038229172,0.110926381757326,0.0428018919830102,1.88907361824267,0.0130327627519243,0.90175666248902
pers7,generated,0.00670242177362634,0.459805650091276,0.368324676790186,1.3029681923495,0.495306934836579,0.140604925818738,1.49530693483658,0.495288533686338,0.140619714421133,1.49528853368634,1.61481221677515,0.136313578531069,2.11481221677515,1.16727533118635,0.245965931743515,2.16727533118635,0.00144927188117062,0.0100826290972046,1.99855072811883,0.107750869244666,0.0435376970086966,1.89224913075533,0.0126226851382128,0.895129087925528
pers8,generated,0.00674333058279467,0.444637935601732,0.376911373692005,1.30347633591849,0.448478033243392,0.137686681291593,1.44847803324339,0.448466048066997,0.137701801984316,1.448466048067,1.58807774355943,0.149999400520231,2.08807774355943,1.15637622426875,0.259093939171614,2.15637622426875,0.00139315935738215,0.0104414234107471,1.99860684064262,0.110984376551258,0.041437493005232,1.88901562344874,0.0122607159747803,0.88879552930918
pers9,generated,0.00677583573799885,0.431635761186477,0.384730271997754,1.30423445077965,0.40818234943522,0.134129721697296,1.40818234943522,0.408174327539665,0.134145313846726,1.40817432753967,1.56657934957727,0.163220533877235,2.06657934957727,1.14951612275426,0.272005845787607,2.14951612275426,0.00133527079608201,0.0107784899695697,1.99866472920392,0.108446495763146,0.0398108297718536,1.89155350423685,0.0119300362947771,0.882374984529565
pers10,generated,0.006796412082741,0.420315249301515,0.391813365655231,1.30514700781853,0.373135126550652,0.130199331492207,1.37313512655065,0.37312943774857,0.130215174824778,1.37312943774857,1.54672069823542,0.175456019311755,2.04672069823542,1.14226699189076,0.283581408271234,2.14226699189076,0.00127978840160189,0.0110965796737104,1.9987202115984,0.112621553175111,0.0374934171984454,1.88737844682489,0.0116257751970388,0.875830099540609
